unit,rmspe_ratio,rank,p_val,n,outcome,treated,CT
IT,7.39330971073004,3,0.125,72,IGD,ES,FALSE
LT,8.22120912480111,2,0.08333333333333333,72,IGD,ES,FALSE
LU,3.66275164797962,11,0.4583333333333333,72,IGD,ES,FALSE
LV,10.7279671038396,18,0.75,72,IGD,ES,FALSE
NL,6.3926880372641,5,0.20833333333333334,72,IGD,ES,FALSE
NO,0.706350198657078,24,1,72,IGD,ES,FALSE
PL,1.07428211183261,22,0.9166666666666666,72,IGD,ES,FALSE
RO,1.06496219104463,23,0.9583333333333334,72,IGD,ES,FALSE
SE,4.39471089486051,9,0.375,72,IGD,ES,FALSE
SI,1.99753883396969,20,0.8333333333333334,72,IGD,ES,FALSE
SK,2.31904034447958,16,0.6666666666666666,72,IGD,ES,FALSE
AT,1.13813875576179,21,0.875,72,FOOD,ES,FALSE
BE,2.42495680283,12,0.5,72,FOOD,ES,FALSE
BG,1.94026023238039,17,0.7083333333333334,72,FOOD,ES,FALSE
CZ,5.19838972748859,3,0.125,72,FOOD,ES,FALSE
DE,3.31310067624103,8,0.3333333333333333,72,FOOD,ES,FALSE
DK,2.75305477865376,9,0.375,72,FOOD,ES,FALSE
EE,1.95463663198802,16,0.6666666666666666,72,FOOD,ES,FALSE
GR,0.670453013965804,24,1,72,FOOD,ES,FALSE
ES,1.39142668758312,20,0.8333333333333334,72,FOOD,ES,FALSE
FI,0.89355480461373,23,0.9583333333333334,72,FOOD,ES,FALSE
HR,1.79232369851263,19,0.7916666666666666,72,FOOD,ES,FALSE
HU,3.78828248620883,6,0.25,72,FOOD,ES,FALSE
IE,1.98675245514238,15,0.625,72,FOOD,ES,FALSE
IT,1.92359233536171,18,0.75,72,FOOD,ES,FALSE
LT,2.08250002586798,14,0.5833333333333334,72,FOOD,ES,FALSE
LU,8.86895062441653,1,0.041666666666666664,72,FOOD,ES,FALSE
LV,2.62806763158178,10,0.4166666666666667,72,FOOD,ES,FALSE
NL,2.2511697181408,13,0.5416666666666666,72,FOOD,ES,FALSE
NO,0.93755234276218,22,0.9166666666666666,72,FOOD,ES,FALSE
PL,4.86398305210079,4,0.16666666666666666,72,FOOD,ES,FALSE
RO,7.55676072474452,2,0.08333333333333333,72,FOOD,ES,FALSE
SE,3.72348222001,7,0.2916666666666667,72,FOOD,ES,FALSE
SI,2.54278464698987,11,0.4583333333333333,72,FOOD,ES,FALSE
SK,4.7012262125043,5,0.20833333333333334,72,FOOD,ES,FALSE
AT,20.6374827239844,16,0.6666666666666666,72,NRG,ES,FALSE
BE,3.35063265184768,14,0.5833333333333334,72,NRG,ES,FALSE
BG,12.7261927199134,19,0.7916666666666666,72,NRG,ES,FALSE
CZ,4.87193006019244,8,0.3333333333333333,72,NRG,ES,FALSE
DE,4.6029762811113,9,0.375,72,NRG,ES,FALSE
DK,5.91721979707039,3,0.125,72,NRG,ES,FALSE
EE,5.27832053528197,6,0.25,72,NRG,ES,FALSE
GR,12.6006498678637,20,0.8333333333333334,72,NRG,ES,FALSE
ES,12.0741638437114,21,0.875,72,NRG,ES,FALSE
FI,8.69427804238451,2,0.08333333333333333,72,NRG,ES,FALSE
HR,1.87897621998004,23,0.9583333333333334,72,NRG,ES,FALSE
HU,4.87554020739823,7,0.2916666666666667,72,NRG,ES,FALSE
IE,9.17175986317598,1,0.041666666666666664,72,NRG,ES,FALSE
IT,21.3156076486356,15,0.625,72,NRG,ES,FALSE
LT,5.80649494741126,4,0.16666666666666666,72,NRG,ES,FALSE
LU,3.38640447583932,13,0.5416666666666666,72,NRG,ES,FALSE
LV,11.7481956260256,22,0.9166666666666666,72,NRG,ES,FALSE
NL,4.03664223022863,10,0.4166666666666667,72,NRG,ES,FALSE
NO,0.827203423210575,24,1,72,NRG,ES,FALSE
PL,3.59284791463871,11,0.4583333333333333,72,NRG,ES,FALSE
RO,3.51912888261263,12,0.5,72,NRG,ES,FALSE
SE,5.28924193739226,5,0.20833333333333334,72,NRG,ES,FALSE
SI,2.74397005424957,17,0.7083333333333334,72,NRG,ES,FALSE
SK,2.3931999056826,18,0.75,72,NRG,ES,FALSE
AT,1.59689812728815,13,0.5416666666666666,72,IGD_NNRG,ES,FALSE
BE,0.970373165432493,18,0.75,72,IGD_NNRG,ES,FALSE
BG,2.61644344134916,7,0.2916666666666667,72,IGD_NNRG,ES,FALSE
CZ,2.20232117685852,9,0.375,72,IGD_NNRG,ES,FALSE
DE,1.55921408800845,14,0.5833333333333334,72,IGD_NNRG,ES,FALSE
DK,0.88313584300442,21,0.875,72,IGD_NNRG,ES,FALSE
EE,3.00279520678852,3,0.125,72,IGD_NNRG,ES,FALSE
GR,1.73291760330768,11,0.4583333333333333,72,IGD_NNRG,ES,FALSE
ES,1.72456913120455,12,0.5,72,IGD_NNRG,ES,FALSE
FI,3.46757279950808,1,0.041666666666666664,72,IGD_NNRG,ES,FALSE
HR,2.74725901430315,5,0.20833333333333334,72,IGD_NNRG,ES,FALSE
HU,12.6090896751082,10,0.4166666666666667,72,IGD_NNRG,ES,FALSE
IE,1.47985177712534,15,0.625,72,IGD_NNRG,ES,FALSE
IT,0.969370631545554,19,0.7916666666666666,72,IGD_NNRG,ES,FALSE
LT,1.12204447289592,16,0.6666666666666666,72,IGD_NNRG,ES,FALSE
LU,0.933366907666268,20,0.8333333333333334,72,IGD_NNRG,ES,FALSE
LV,1.0800083819971,17,0.7083333333333334,72,IGD_NNRG,ES,FALSE
NL,2.62454948443078,6,0.25,72,IGD_NNRG,ES,FALSE
NO,0.466602523486168,24,1,72,IGD_NNRG,ES,FALSE
PL,2.78279528215732,4,0.16666666666666666,72,IGD_NNRG,ES,FALSE
RO,0.782678934591902,23,0.9583333333333334,72,IGD_NNRG,ES,FALSE
SE,3.16395083078343,2,0.08333333333333333,72,IGD_NNRG,ES,FALSE
SI,2.28282095493266,8,0.3333333333333333,72,IGD_NNRG,ES,FALSE
SK,0.810666929906168,22,0.9166666666666666,72,IGD_NNRG,ES,FALSE
AT,1.9217070227075,15,0.625,72,TOT_X_NRG,ES,FALSE
BE,2.09026524543543,13,0.5416666666666666,72,TOT_X_NRG,ES,FALSE
BG,4.32695870734332,7,0.2916666666666667,72,TOT_X_NRG,ES,FALSE
CZ,3.30713166991107,9,0.375,72,TOT_X_NRG,ES,FALSE
DE,4.03968541873235,8,0.3333333333333333,72,TOT_X_NRG,ES,FALSE
DK,1.32103566548463,20,0.8333333333333334,72,TOT_X_NRG,ES,FALSE
EE,1.49746868263671,18,0.75,72,TOT_X_NRG,ES,FALSE
GR,0.934687566241566,22,0.9166666666666666,72,TOT_X_NRG,ES,FALSE
ES,4.69981720978438,4,0.16666666666666666,72,TOT_X_NRG,ES,FALSE
FI,2.39193803773278,12,0.5,72,TOT_X_NRG,ES,FALSE
HR,6.09425220617896,2,0.08333333333333333,72,TOT_X_NRG,ES,FALSE
HU,4.52872983471483,6,0.25,72,TOT_X_NRG,ES,FALSE
IE,1.49235267455593,19,0.7916666666666666,72,TOT_X_NRG,ES,FALSE
IT,2.6651865553552,11,0.4583333333333333,72,TOT_X_NRG,ES,FALSE
LT,1.98097460861653,14,0.5833333333333334,72,TOT_X_NRG,ES,FALSE
LU,6.09183301288256,3,0.125,72,TOT_X_NRG,ES,FALSE
LV,3.04596405737873,10,0.4166666666666667,72,TOT_X_NRG,ES,FALSE
NL,0.883412360114552,23,0.9583333333333334,72,TOT_X_NRG,ES,FALSE
NO,4.59401418294381,5,0.20833333333333334,72,TOT_X_NRG,ES,FALSE
PL,0.519808145782553,24,1,72,TOT_X_NRG,ES,FALSE
RO,6.92873163658423,1,0.041666666666666664,72,TOT_X_NRG,ES,FALSE
SE,1.59407029242088,16,0.6666666666666666,72,TOT_X_NRG,ES,FALSE
SI,1.50316034442542,17,0.7083333333333334,72,TOT_X_NRG,ES,FALSE
SK,1.26900917798868,21,0.875,72,TOT_X_NRG,ES,FALSE
AT,4.01964901594022,11,0.5238095238095238,96,DAA,ES,FALSE
BE,1.73658242367555,19,0.9047619047619048,96,DAA,ES,FALSE
CZ,5.20101915591946,7,0.3333333333333333,96,DAA,ES,FALSE
DE,45.7348795044041,9,0.42857142857142855,96,DAA,ES,FALSE
DK,4.7575012448166,10,0.47619047619047616,96,DAA,ES,FALSE
EE,8.77786298657299,2,0.09523809523809523,96,DAA,ES,FALSE
ES,17.335630765301,18,0.8571428571428571,96,DAA,ES,FALSE
FI,3.10127578686926,15,0.7142857142857143,96,DAA,ES,FALSE
GR,3.56747979236175,12,0.5714285714285714,96,DAA,ES,FALSE
HU,0.980442539058733,20,0.9523809523809523,96,DAA,ES,FALSE
IT,2.709050030302,16,0.7619047619047619,96,DAA,ES,FALSE
LT,7.92245336905494,3,0.14285714285714285,96,DAA,ES,FALSE
LU,47.2432025607743,8,0.38095238095238093,96,DAA,ES,FALSE
LV,3.50043684005837,13,0.6190476190476191,96,DAA,ES,FALSE
NL,2.68604354443819,17,0.8095238095238095,96,DAA,ES,FALSE
NO,3.36570764440999,14,0.6666666666666666,96,DAA,ES,FALSE
PL,9.14071706364084,1,0.047619047619047616,96,DAA,ES,FALSE
RO,0.48128314890981,21,1,96,DAA,ES,FALSE
SE,7.4640996558082,5,0.23809523809523808,96,DAA,ES,FALSE
SI,7.78621834924483,4,0.19047619047619047,96,DAA,ES,FALSE
SK,6.74753543467666,6,0.2857142857142857,96,DAA,ES,FALSE
AT,1.9955477811047,22,0.9166666666666666,96,CP00,ES,FALSE
BE,2.17884858405102,20,0.8333333333333334,96,CP00,ES,FALSE
BG,3.19439540316583,15,0.625,96,CP00,ES,FALSE
CZ,6.43225039444978,6,0.25,96,CP00,ES,FALSE
DE,3.86582779595779,12,0.5,96,CP00,ES,FALSE
DK,4.15004776515876,11,0.4583333333333333,96,CP00,ES,FALSE
EE,3.7716122347008,13,0.5416666666666666,96,CP00,ES,FALSE
GR,2.24593220791269,19,0.7916666666666666,96,CP00,ES,FALSE
ES,10.4599519182412,21,0.875,96,CP00,ES,FALSE
FI,6.85272080186287,4,0.16666666666666666,96,CP00,ES,FALSE
HR,4.94178893785574,9,0.375,96,CP00,ES,FALSE
HU,7.31538828000966,3,0.125,96,CP00,ES,FALSE
IE,1.46444468659882,23,0.9583333333333334,96,CP00,ES,FALSE
IT,6.50269796993195,5,0.20833333333333334,96,CP00,ES,FALSE
LT,2.54969318852685,17,0.7083333333333334,96,CP00,ES,FALSE
LU,9.00386573779725,2,0.08333333333333333,96,CP00,ES,FALSE
LV,9.65687135741738,1,0.041666666666666664,96,CP00,ES,FALSE
NL,3.76264696138861,14,0.5833333333333334,96,CP00,ES,FALSE
NO,5.04084677968127,8,0.3333333333333333,96,CP00,ES,FALSE
PL,0.837398056293922,24,1,96,CP00,ES,FALSE
RO,6.16086650971997,7,0.2916666666666667,96,CP00,ES,FALSE
SE,4.78914436650053,10,0.4166666666666667,96,CP00,ES,FALSE
SI,2.5161684877703,18,0.75,96,CP00,ES,FALSE
SK,2.99345590320319,16,0.6666666666666666,96,CP00,ES,FALSE
AT,5.41691379554189,10,0.4166666666666667,96,GD,ES,FALSE
BE,2.65453317631351,19,0.7916666666666666,96,GD,ES,FALSE
BG,2.83890465361874,18,0.75,96,GD,ES,FALSE
CZ,7.92192545875945,5,0.20833333333333334,96,GD,ES,FALSE
DE,2.38371532675035,21,0.875,96,GD,ES,FALSE
DK,3.9988050452151,17,0.7083333333333334,96,GD,ES,FALSE
EE,4.40301567727851,16,0.6666666666666666,96,GD,ES,FALSE
GR,6.16291067466736,9,0.375,96,GD,ES,FALSE
ES,8.35711575606895,4,0.16666666666666666,96,GD,ES,FALSE
FI,7.4733382453558,6,0.25,96,GD,ES,FALSE
HR,5.06817841026019,12,0.5,96,GD,ES,FALSE
HU,10.9929584217988,22,0.9166666666666666,96,GD,ES,FALSE
IE,1.89109988628943,23,0.9583333333333334,96,GD,ES,FALSE
IT,4.87981707580273,13,0.5416666666666666,96,GD,ES,FALSE
LT,6.65019526722618,8,0.3333333333333333,96,GD,ES,FALSE
LU,9.65023420420941,1,0.041666666666666664,96,GD,ES,FALSE
LV,8.45113665656217,3,0.125,96,GD,ES,FALSE
NL,4.41201500124647,15,0.625,96,GD,ES,FALSE
NO,4.62811511107915,14,0.5833333333333334,96,GD,ES,FALSE
PL,8.71481511534762,2,0.08333333333333333,96,GD,ES,FALSE
RO,7.27064535032735,7,0.2916666666666667,96,GD,ES,FALSE
SE,5.34316334451232,11,0.4583333333333333,96,GD,ES,FALSE
SI,2.40972508641336,20,0.8333333333333334,96,GD,ES,FALSE
SK,1.87736427103473,24,1,96,GD,ES,FALSE
AT,1.11331618148208,22,0.9166666666666666,96,SERV,ES,FALSE
BE,1.80907837968885,17,0.7083333333333334,96,SERV,ES,FALSE
BG,0.970334366081645,24,1,96,SERV,ES,FALSE
CZ,4.42560485625239,7,0.2916666666666667,96,SERV,ES,FALSE
DE,4.8807355777948,3,0.125,96,SERV,ES,FALSE
DK,1.18755126462522,21,0.875,96,SERV,ES,FALSE
EE,2.8627575744361,11,0.4583333333333333,96,SERV,ES,FALSE
GR,0.998396089168506,23,0.9583333333333334,96,SERV,ES,FALSE
ES,4.4651485648113,5,0.20833333333333334,96,SERV,ES,FALSE
FI,3.6367914018439,8,0.3333333333333333,96,SERV,ES,FALSE
HR,5.03341450448167,2,0.08333333333333333,96,SERV,ES,FALSE
HU,10.8742473320741,16,0.6666666666666666,96,SERV,ES,FALSE
IE,3.46293003502346,9,0.375,96,SERV,ES,FALSE
IT,4.61594220151288,4,0.16666666666666666,96,SERV,ES,FALSE
LT,1.27616720908469,20,0.8333333333333334,96,SERV,ES,FALSE
LU,5.60305996781761,1,0.041666666666666664,96,SERV,ES,FALSE
LV,2.75386706141493,12,0.5,96,SERV,ES,FALSE
NL,2.37169851164494,13,0.5416666666666666,96,SERV,ES,FALSE
NO,4.45015544574423,6,0.25,96,SERV,ES,FALSE
PL,2.18551425478272,14,0.5833333333333334,96,SERV,ES,FALSE
RO,1.72924971595503,18,0.75,96,SERV,ES,FALSE
SE,3.39705301241033,10,0.4166666666666667,96,SERV,ES,FALSE
SI,1.63905460420572,19,0.7916666666666666,96,SERV,ES,FALSE
SK,2.13446748300613,15,0.625,96,SERV,ES,FALSE
AT,4.18058782737628,10,0.4166666666666667,96,IGD,ES,FALSE
BE,2.68890240459943,18,0.75,96,IGD,ES,FALSE
BG,3.52267548957874,12,0.5,96,IGD,ES,FALSE
CZ,2.85051345183437,17,0.7083333333333334,96,IGD,ES,FALSE
DE,3.2060091207852,14,0.5833333333333334,96,IGD,ES,FALSE
DK,5.46721009167662,8,0.3333333333333333,96,IGD,ES,FALSE
EE,6.93119960446536,5,0.20833333333333334,96,IGD,ES,FALSE
GR,3.36318611059757,13,0.5416666666666666,96,IGD,ES,FALSE
ES,7.03573083493944,4,0.16666666666666666,96,IGD,ES,FALSE
FI,7.059094389649,3,0.125,96,IGD,ES,FALSE
HR,2.89636171922329,15,0.625,96,IGD,ES,FALSE
HU,9.17862985625244,1,0.041666666666666664,96,IGD,ES,FALSE
IE,1.34688653785559,22,0.9166666666666666,96,IGD,ES,FALSE
IT,6.26622315935234,7,0.2916666666666667,96,IGD,ES,FALSE
LT,8.3784511894581,2,0.08333333333333333,96,IGD,ES,FALSE
LU,3.87653700927125,11,0.4583333333333333,96,IGD,ES,FALSE
LV,10.8866145058988,19,0.7916666666666666,96,IGD,ES,FALSE
NL,6.66319220025543,6,0.25,96,IGD,ES,FALSE
NO,0.784985970198404,24,1,96,IGD,ES,FALSE
PL,1.20454015332214,23,0.9583333333333334,96,IGD,ES,FALSE
RO,1.93216559569465,21,0.875,96,IGD,ES,FALSE
SE,4.73706107495061,9,0.375,96,IGD,ES,FALSE
SI,1.99746817285166,20,0.8333333333333334,96,IGD,ES,FALSE
SK,2.89479518624747,16,0.6666666666666666,96,IGD,ES,FALSE
AT,1.1336588863697,21,0.875,96,FOOD,ES,FALSE
BE,2.1017720469668,17,0.7083333333333334,96,FOOD,ES,FALSE
BG,3.06410481184053,9,0.375,96,FOOD,ES,FALSE
CZ,5.82041447634618,3,0.125,96,FOOD,ES,FALSE
DE,3.52747864774532,7,0.2916666666666667,96,FOOD,ES,FALSE
DK,3.06800001916013,8,0.3333333333333333,96,FOOD,ES,FALSE
EE,2.12758973350943,16,0.6666666666666666,96,FOOD,ES,FALSE
GR,0.714731134395952,24,1,96,FOOD,ES,FALSE
ES,1.82591061618125,19,0.7916666666666666,96,FOOD,ES,FALSE
FI,0.799453986558919,23,0.9583333333333334,96,FOOD,ES,FALSE
HR,1.82968182556139,18,0.75,96,FOOD,ES,FALSE
HU,4.23864224544221,5,0.20833333333333334,96,FOOD,ES,FALSE
IE,2.24440048212879,15,0.625,96,FOOD,ES,FALSE
IT,2.28365287864188,14,0.5833333333333334,96,FOOD,ES,FALSE
LT,1.75095032264059,20,0.8333333333333334,96,FOOD,ES,FALSE
LU,9.79495034579323,1,0.041666666666666664,96,FOOD,ES,FALSE
LV,2.38913388207351,13,0.5416666666666666,96,FOOD,ES,FALSE
NL,2.95701359174701,10,0.4166666666666667,96,FOOD,ES,FALSE
NO,1.05885242170068,22,0.9166666666666666,96,FOOD,ES,FALSE
PL,6.09466240194931,2,0.08333333333333333,96,FOOD,ES,FALSE
RO,4.50158758159624,4,0.16666666666666666,96,FOOD,ES,FALSE
SE,3.94151806859518,6,0.25,96,FOOD,ES,FALSE
SI,2.53474207723622,12,0.5,96,FOOD,ES,FALSE
SK,2.66363049241912,11,0.4583333333333333,96,FOOD,ES,FALSE
AT,23.1032954409811,16,0.6666666666666666,96,NRG,ES,FALSE
BE,3.70117582101426,12,0.5,96,NRG,ES,FALSE
BG,13.5090093296762,20,0.8333333333333334,96,NRG,ES,FALSE
CZ,5.25572606375565,8,0.3333333333333333,96,NRG,ES,FALSE
DE,4.61877403689666,11,0.4583333333333333,96,NRG,ES,FALSE
DK,6.27167546823488,5,0.20833333333333334,96,NRG,ES,FALSE
EE,6.32599891658021,4,0.16666666666666666,96,NRG,ES,FALSE
GR,13.4141222407628,21,0.875,96,NRG,ES,FALSE
ES,11.6128022313197,23,0.9583333333333334,96,NRG,ES,FALSE
FI,8.27680970970831,2,0.08333333333333333,96,NRG,ES,FALSE
HR,2.30081160908127,18,0.75,96,NRG,ES,FALSE
HU,5.08744324395482,9,0.375,96,NRG,ES,FALSE
IE,9.35501333334785,1,0.041666666666666664,96,NRG,ES,FALSE
IT,19.3203955598953,19,0.7916666666666666,96,NRG,ES,FALSE
LT,8.07928492103181,3,0.125,96,NRG,ES,FALSE
LU,3.35837257217315,14,0.5833333333333334,96,NRG,ES,FALSE
LV,13.3389672014146,22,0.9166666666666666,96,NRG,ES,FALSE
NL,4.65526973115559,10,0.4166666666666667,96,NRG,ES,FALSE
NO,0.942114780211909,24,1,96,NRG,ES,FALSE
PL,3.48267705542082,13,0.5416666666666666,96,NRG,ES,FALSE
RO,5.30036916978366,7,0.2916666666666667,96,NRG,ES,FALSE
SE,5.98373365108996,6,0.25,96,NRG,ES,FALSE
SI,3.07101798830356,15,0.625,96,NRG,ES,FALSE
SK,2.77393892196362,17,0.7083333333333334,96,NRG,ES,FALSE
AT,1.77551535532076,13,0.5416666666666666,96,IGD_NNRG,ES,FALSE
BE,1.00890528988594,19,0.7916666666666666,96,IGD_NNRG,ES,FALSE
BG,2.04183682467702,7,0.2916666666666667,96,IGD_NNRG,ES,FALSE
CZ,2.57799504225338,5,0.20833333333333334,96,IGD_NNRG,ES,FALSE
DE,1.82495819051121,11,0.4583333333333333,96,IGD_NNRG,ES,FALSE
DK,1.41080572977933,16,0.6666666666666666,96,IGD_NNRG,ES,FALSE
EE,3.90079790113656,1,0.041666666666666664,96,IGD_NNRG,ES,FALSE
GR,1.6695241063912,15,0.625,96,IGD_NNRG,ES,FALSE
ES,1.86996328110017,10,0.4166666666666667,96,IGD_NNRG,ES,FALSE
FI,3.5654942718532,2,0.08333333333333333,96,IGD_NNRG,ES,FALSE
HR,3.05755392579729,4,0.16666666666666666,96,IGD_NNRG,ES,FALSE
HU,13.3316000928862,8,0.3333333333333333,96,IGD_NNRG,ES,FALSE
IE,1.67971694383762,14,0.5833333333333334,96,IGD_NNRG,ES,FALSE
IT,0.954423769891834,20,0.8333333333333334,96,IGD_NNRG,ES,FALSE
LT,1.30309480361091,17,0.7083333333333334,96,IGD_NNRG,ES,FALSE
LU,0.94901678215967,21,0.875,96,IGD_NNRG,ES,FALSE
LV,1.19286133610379,18,0.75,96,IGD_NNRG,ES,FALSE
NL,1.82023932282757,12,0.5,96,IGD_NNRG,ES,FALSE
NO,0.581887510379501,24,1,96,IGD_NNRG,ES,FALSE
PL,2.23754956416584,6,0.25,96,IGD_NNRG,ES,FALSE
RO,0.874297427762072,22,0.9166666666666666,96,IGD_NNRG,ES,FALSE
SE,3.17603606637273,3,0.125,96,IGD_NNRG,ES,FALSE
SI,1.94810489494783,9,0.375,96,IGD_NNRG,ES,FALSE
SK,0.83759317037511,23,0.9583333333333334,96,IGD_NNRG,ES,FALSE
AT,2.14842822957826,15,0.625,96,TOT_X_NRG,ES,FALSE
BE,2.27127114437488,13,0.5416666666666666,96,TOT_X_NRG,ES,FALSE
BG,4.43294614295157,7,0.2916666666666667,96,TOT_X_NRG,ES,FALSE
CZ,4.21192662824348,8,0.3333333333333333,96,TOT_X_NRG,ES,FALSE
DE,4.20654504069848,9,0.375,96,TOT_X_NRG,ES,FALSE
DK,1.43879866799955,20,0.8333333333333334,96,TOT_X_NRG,ES,FALSE
EE,1.68912224267833,19,0.7916666666666666,96,TOT_X_NRG,ES,FALSE
GR,1.02018604040072,21,0.875,96,TOT_X_NRG,ES,FALSE
ES,4.87307971257643,5,0.20833333333333334,96,TOT_X_NRG,ES,FALSE
FI,2.68867175892357,12,0.5,96,TOT_X_NRG,ES,FALSE
HR,5.42381667271634,3,0.125,96,TOT_X_NRG,ES,FALSE
HU,5.20103725550893,4,0.16666666666666666,96,TOT_X_NRG,ES,FALSE
IE,1.69494686801192,18,0.75,96,TOT_X_NRG,ES,FALSE
IT,2.90096453428775,10,0.4166666666666667,96,TOT_X_NRG,ES,FALSE
LT,2.16397335424222,14,0.5833333333333334,96,TOT_X_NRG,ES,FALSE
LU,6.06962690570663,2,0.08333333333333333,96,TOT_X_NRG,ES,FALSE
LV,2.87378178682649,11,0.4583333333333333,96,TOT_X_NRG,ES,FALSE
NL,0.932972398891699,22,0.9166666666666666,96,TOT_X_NRG,ES,FALSE
NO,4.77444184203982,6,0.25,96,TOT_X_NRG,ES,FALSE
PL,0.360752928633202,24,1,96,TOT_X_NRG,ES,FALSE
RO,6.11172802025487,1,0.041666666666666664,96,TOT_X_NRG,ES,FALSE
SE,1.84967955022735,17,0.7083333333333334,96,TOT_X_NRG,ES,FALSE
SI,1.89907229440411,16,0.6666666666666666,96,TOT_X_NRG,ES,FALSE
